ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,RERAID,Latitude,Longitude,Price_INR
HP01814,Chennai,Anna Nagar,Apartment,2,3.0,1.0,Semi-Furnished,1304,1105,952,5,28,Basement,High Rise,2022.0,3,West,9,True,CHE-RERA-4481-31,13.060179,80.272503,12580000
HP00148,MMR,Goregaon East,Studio,0,1.0,1.0,Unfurnished,677,553,466,3,4,Covered,Standalone Building,2007.0,18,North-West,5,True,MMR-RERA-8776-48,19.155274,72.802326,8340000
HP00069,Bengaluru,Banashankari,Penthouse,5,5.0,2.0,Semi-Furnished,2806,2294,1980,5,13,Open,High Rise,2009.0,16,South-East,9,True,BEN-RERA-7857-81,12.939612,77.69479,33990000
HP01288,Kolkata,Rajarhat,Penthouse,3,3.0,2.0,Unfurnished,2591,1938,1623,5,16,Covered,High Rise,2009.0,16,South-West,8,False,,22.473293,88.361707,27120000
HP01066,Bengaluru,Banashankari,Row House,3,3.0,3.0,Furnished,1343,1138,1035,0,2,Stilt,Bungalow,2023.0,2,South-East,6,True,BEN-RERA-3274-82,13.124234,77.63754,16470000
HP00722,Hyderabad,Kukatpally,Row House,1,2.0,1.0,Unfurnished,808,608,499,4,12,Covered,Gated Community,2004.0,21,South-West,8,True,HYD-RERA-2012-56,17.473771,78.378439,5820000
HP02029,Delhi NCR,Ghaziabad-Indirapuram,Apartment,4,4.0,2.0,Unfurnished,2050,1622,1449,2,11,Covered,Gated Community,2022.0,3,North-West,7,True,DEL-RERA-8909-40,28.398076,77.251951,22810000
HP00404,Delhi NCR,Faridabad-Sector 21,Apartment,2,3.0,2.0,Unfurnished,1444,1132,1003,37,37,Open,High Rise,2007.0,18,,8,False,,28.761514,77.192432,10330000
HP01422,Hyderabad,Kukatpally,Row House,1,2.0,1.0,Semi-Furnished,711,543,460,6,7,Open,Gated Community,2024.0,1,North,6,True,HYD-RERA-1110-45,17.393219,78.599515,6080000
HP00940,Hyderabad,Kondapur,Apartment,3,3.0,1.0,Semi-Furnished,2894,2247,1893,29,39,Open,High Rise,2025.0,0,East,8,True,HYD-RERA-7987-17,17.270867,78.512682,26820000
HP01348,,Satellite,Apartment,2,2.0,3.0,Semi-Furnished,1791,1447,1177,5,5,Open,Standalone Building,2025.0,0,South-East,5,True,AHM-RERA-4003-45,23.076905,72.621347,9390000
HP00792,Chennai,Velachery,Villa,5,5.0,1.0,Semi-Furnished,2881,2387,2170,10,12,Covered,Gated Community,2012.0,13,South,7,False,,13.18339,80.156473,34480000
HP01879,Bengaluru,Hebbal,Villa,3,4.0,1.0,Furnished,2194,1596,1348,8,11,,Gated Community,2007.0,18,North-East,6,True,BEN-RERA-8218-74,13.069393,77.5084,21750000
HP00552,Pune,Wakad,Apartment,2,3.0,2.0,Semi-Furnished,1419,1068,947,8,15,Basement,High Rise,2012.0,13,North,6,True,PUN-RERA-7993-78,18.528035,73.942026,11440000
HP00432,Ahmedabad,Prahlad Nagar,Studio,0,1.0,1.0,Semi-Furnished,569,456,395,7,15,Covered,High Rise,2022.0,3,South,6,True,AHM-RERA-9540-39,23.008648,72.648789,2910000
HP01172,Kolkata,New Town,Apartment,2,3.0,1.0,Unfurnished,1144,944,835,1,2,Covered,Standalone Building,2025.0,0,North,6,True,KOL-RERA-6715-82,22.622598,88.406709,8450000
HP01258,Chennai,Anna Nagar,Apartment,2,2.0,2.0,Semi-Furnished,1594,1351,1228,2,2,Covered,Standalone Building,2015.0,10,South-West,8,True,CHE-RERA-2727-98,13.129117,80.347002,12870000
HP02346,Hyderabad,Manikonda,Apartment,2,3.0,1.0,Unfurnished,1647,1229,1053,10,10,,Mid Rise,2022.0,3,South-East,8,True,HYD-RERA-5397-20,17.52504,78.417321,13350000
