ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,RERAID,Latitude,Longitude,Price_INR
HP01869,Hyderabad,Manikonda,Apartment,3,3.0,1.0,Semi-Furnished,1726,1347,1152,5,6,Covered,Mid Rise,2006.0,19,North-East,8,False,,17.339206,78.476558,11970000
HP01305,Bengaluru,Koramangala,Apartment,2,2.0,2.0,Unfurnished,1721,1364,1164,1,8,Open,Mid Rise,2012.0,13,West,11,False,,12.824993,77.508073,13840000
HP01371,Bengaluru,Sarjapur Road,Apartment,2,3.0,3.0,Unfurnished,2003,1523,1289,1,20,None,High Rise,2017.0,8,East,8,True,BEN-RERA-9056-21,12.964504,77.592922,19420000
HP01478,Hyderabad,Jubilee Hills,Apartment,3,4.0,1.0,Furnished,1580,1249,1055,2,2,,Standalone Building,2016.0,9,South,7,True,HYD-RERA-8941-25,17.258661,78.489007,14400000
HP00057,Chennai,OMR,Penthouse,3,3.0,1.0,Unfurnished,2257,1828,1483,18,34,Basement,High Rise,2005.0,20,South,6,True,CHE-RERA-7798-53,13.180275,80.251548,25640000
HP01489,MMR,Vile Parle,Penthouse,5,6.0,1.0,Semi-Furnished,5494,4342,3482,16,34,Covered,High Rise,2018.0,7,East,9,True,MMR-RERA-6439-22,19.249676,72.838061,103690000
HP00112,Bengaluru,Banashankari,Studio,0,1.0,1.0,Semi-Furnished,646,493,424,2,5,Covered,Standalone Building,2014.0,11,East,5,False,,13.066129,77.696362,6060000
HP01511,Chennai,Velachery,Apartment,3,3.0,2.0,Semi-Furnished,1700,1421,1237,4,11,Basement,Mid Rise,2003.0,22,South-West,7,False,,12.989746,80.342406,14700000
HP00472,Ahmedabad,Thaltej,Independent House,3,3.0,2.0,Semi-Furnished,1938,1547,1293,2,2,Covered,Standalone Building,2018.0,7,South,5,False,,23.061585,72.49268,9980000
HP00439,Hyderabad,Manikonda,Apartment,4,5.0,1.0,Semi-Furnished,2209,1755,1554,2,4,None,Standalone Building,2007.0,18,North,6,True,HYD-RERA-9791-25,17.386436,78.501849,15170000
HP00938,Delhi NCR,Faridabad-Sector 21,Apartment,3,3.0,1.0,Unfurnished,1482,1146,1038,3,4,Stilt,Standalone Building,2015.0,10,North-East,6,True,DEL-RERA-3531-63,28.627461,77.400216,12770000
HP01431,Kolkata,Salt Lake,Apartment,2,2.0,1.0,Unfurnished,1036,812,721,30,39,Open,High Rise,2022.0,3,East,6,True,KOL-RERA-4817-52,22.604874,88.457729,9130000
HP01373,Delhi NCR,Ghaziabad-Indirapuram,Apartment,2,2.0,2.0,Semi-Furnished,1665,1396,1187,27,35,Open,High Rise,2022.0,3,South-West,7,False,,28.723649,77.155764,15750000
HP01092,MMR,Navi Mumbai-Kharghar,Apartment,3,4.0,2.0,Furnished,2590,2017,1787,8,34,Covered,High Rise,2014.0,11,South,7,True,MMR-RERA-3500-97,19.269194,72.763427,42650000
HP01360,Kolkata,Jadavpur,Penthouse,3,3.0,2.0,Furnished,2047,1559,1360,4,35,Basement,High Rise,2015.0,10,West,5,True,KOL-RERA-8030-81,22.644909,88.463685,24810000
HP01274,Ahmedabad,Satellite,Studio,0,1.0,1.0,Unfurnished,428,363,307,2,9,Open,Mid Rise,2025.0,0,West,6,True,AHM-RERA-2391-16,22.938895,72.626331,2010000
HP01742,Pune,Viman Nagar,Independent House,2,3.0,3.0,Unfurnished,1237,1003,840,0,2,Open,Standalone Building,2008.0,17,North-East,5,True,PUN-RERA-4770-74,18.561745,73.88361,8850000
HP01825,Hyderabad,Gachibowli,Apartment,4,4.0,3.0,Semi-Furnished,2063,1738,1580,15,31,Open,High Rise,2017.0,8,South-East,6,True,HYD-RERA-3754-19,17.403145,78.334208,19710000
HP01902,Bengaluru,Koramangala,Penthouse,4,5.0,2.0,Semi-Furnished,3804,3005,2556,25,26,Open,High Rise,2002.0,23,North-West,7,True,BEN-RERA-8404-14,12.819912,77.741094,39910000
HP00599,Delhi NCR,Noida-Sector 62,Independent House,4,5.0,2.0,Furnished,2588,1878,1572,0,5,Open,Low Rise,2004.0,21,North,7,False,,28.493708,77.364679,21030000
HP01564,Chennai,Anna Nagar,Apartment,3,4.0,2.0,Unfurnished,1518,1195,1086,3,4,Covered,Standalone Building,2025.0,0,North-East,7,True,CHE-RERA-1298-56,12.99266,80.340234,13700000
HP00487,Ahmedabad,Bopal,Apartment,3,4.0,2.0,Unfurnished,2746,2066,1789,5,24,Open,High Rise,2020.0,5,North,4,True,AHM-RERA-8355-39,23.033503,72.49284,13860000
HP01701,Chennai,Porur,Apartment,3,3.0,1.0,Semi-Furnished,1590,1297,1105,2,2,Open,Standalone Building,2013.0,12,West,9,True,CHE-RERA-7495-74,13.012188,80.227233,14180000
HP01042,Chennai,Porur,Villa,3,3.0,1.0,Unfurnished,1818,1363,1153,0,1,Covered,Bungalow,2010.0,15,,7,False,,13.049949,80.257211,19010000
HP01731,Kolkata,Salt Lake,Penthouse,4,4.0,1.0,Semi-Furnished,3266,2768,2362,33,37,Basement,High Rise,2008.0,17,East,9,True,KOL-RERA-3868-97,22.542925,88.439078,31300000
HP01134,MMR,Vile Parle,Apartment,3,3.0,1.0,Furnished,1678,1276,1127,2,23,Covered,High Rise,2025.0,0,North-West,8,True,MMR-RERA-2293-65,19.140981,72.914468,30110000
HP00351,Kolkata,Rajarhat,Penthouse,3,3.0,2.0,Unfurnished,2283,1637,1372,4,37,Stilt,High Rise,2017.0,8,North,6,True,KOL-RERA-7001-56,22.526571,88.413449,19090000
HP00706,Bengaluru,Whitefield,Villa,4,4.0,2.0,Furnished,2763,2097,1839,1,2,Covered,Standalone Building,2024.0,1,North-East,9,True,BEN-RERA-5757-48,13.097977,77.699133,31130000
HP02000,Kolkata,Behala,Row House,3,4.0,3.0,Unfurnished,2553,2024,1736,1,6,Basement,Gated Community,2015.0,10,South-West,9,True,KOL-RERA-3114-65,22.550573,88.473642,22040000
HP00483,Delhi NCR,Faridabad-Sector 21,Penthouse,3,3.0,1.0,Semi-Furnished,2508,2004,1656,20,32,Basement,High Rise,2011.0,14,North,9,False,,28.685511,77.058794,24320000
HP00248,MMR,Navi Mumbai-Kharghar,Apartment,3,3.0,1.0,Semi-Furnished,1545,1309,1147,16,25,Open,High Rise,2009.0,16,North-West,9,True,MMR-RERA-8366-41,18.956351,72.760121,22970000
HP00839,Pune,Baner,Studio,0,2.0,1.0,Semi-Furnished,517,408,355,7,14,Covered,High Rise,2009.0,16,North-West,8,True,PUN-RERA-5333-56,18.602771,73.823187,4360000
HP00874,Bengaluru,Koramangala,Penthouse,3,4.0,1.0,Semi-Furnished,1762,1399,1147,22,37,Basement,High Rise,2014.0,11,South,7,True,BEN-RERA-6218-30,12.937534,77.665775,21350000
HP01464,MMR,Navi Mumbai-Kharghar,Row House,3,4.0,3.0,Semi-Furnished,2961,2166,1801,5,6,Open,Gated Community,2018.0,7,South,8,True,MMR-RERA-2800-34,18.907575,72.812738,54180000
HP02330,Kolkata,Jadavpur,Apartment,2,3.0,1.0,Unfurnished,1398,1123,970,4,5,Open,Low Rise,2021.0,4,South-West,4,True,KOL-RERA-4396-98,22.590998,88.363408,9870000
HP00408,Chennai,Anna Nagar,Apartment,4,5.0,1.0,Unfurnished,2417,1994,1813,21,26,Stilt,High Rise,2013.0,12,North-East,8,False,,12.967701,80.196567,23500000
HP01663,Pune,Baner,Independent House,4,4.0,3.0,Semi-Furnished,2456,1854,1583,0,2,Stilt,Bungalow,2022.0,3,South,8,False,,18.451853,73.863592,22580000
HP01095,Bengaluru,Banashankari,Apartment,2,2.0,2.0,Semi-Furnished,1722,1459,1281,1,17,Covered,High Rise,2014.0,11,,10,True,BEN-RERA-5064-10,12.891275,77.532432,16330000
HP00508,MMR,Navi Mumbai-Kharghar,Independent House,4,5.0,3.0,Unfurnished,3607,2784,2379,4,4,Covered,Low Rise,2002.0,23,North,8,True,MMR-RERA-2341-77,19.078699,72.890753,54970000
HP00949,Delhi NCR,Faridabad-Sector 21,Apartment,1,2.0,2.0,Semi-Furnished,943,751,683,1,12,Basement,Mid Rise,2012.0,13,East,8,True,DEL-RERA-2044-79,28.797062,77.46075,8100000
HP00889,MMR,Vile Parle,Studio,0,2.0,1.0,Semi-Furnished,664,526,438,0,5,Covered,Standalone Building,2002.0,23,North,6,True,MMR-RERA-5888-69,19.1694,72.858889,9560000
HP00458,Ahmedabad,Satellite,Apartment,1,2.0,1.0,Semi-Furnished,699,565,472,22,31,Covered,High Rise,2016.0,9,South-East,9,True,AHM-RERA-6253-40,22.975441,72.442978,4070000
HP01949,Kolkata,Jadavpur,Independent House,4,5.0,1.0,Unfurnished,2587,2192,1776,0,2,Covered,Bungalow,2007.0,18,South-West,5,False,,22.561457,88.326819,17880000
HP00745,Ahmedabad,Thaltej,Apartment,3,3.0,1.0,Unfurnished,1963,1474,1340,9,11,Stilt,Mid Rise,2016.0,9,North-East,4,True,AHM-RERA-4350-60,23.128782,72.565624,8720000
HP02065,Kolkata,New Town,Apartment,2,3.0,1.0,Unfurnished,1947,1491,1298,6,7,Covered,Mid Rise,2018.0,7,South-East,7,False,,22.578339,88.398119,14720000
HP01794,Bengaluru,Whitefield,Villa,3,4.0,1.0,Semi-Furnished,2370,1857,1517,1,7,Covered,Gated Community,2006.0,19,South-West,7,True,BEN-RERA-5501-78,13.142118,77.456,22720000
HP01910,Hyderabad,Manikonda,Apartment,2,3.0,1.0,Furnished,1031,874,782,4,10,Covered,Mid Rise,2010.0,15,East,7,True,HYD-RERA-6427-82,17.543199,78.592152,7480000
HP01084,Ahmedabad,Satellite,Penthouse,3,3.0,2.0,Semi-Furnished,2093,1691,1407,5,18,Covered,High Rise,2014.0,11,West,9,True,AHM-RERA-6666-16,22.924421,72.469643,13100000
HP01076,MMR,Goregaon East,Apartment,3,4.0,1.0,Unfurnished,1552,1269,1075,10,12,Covered,Mid Rise,2019.0,6,West,7,True,MMR-RERA-6050-66,19.043967,72.803953,28130000
HP00441,MMR,Andheri West,Apartment,2,2.0,3.0,Furnished,1808,1414,1285,36,40,Open,High Rise,2009.0,16,North,6,True,MMR-RERA-7899-48,19.093693,72.765384,35330000
HP01595,Kolkata,Behala,Apartment,3,4.0,3.0,Unfurnished,1621,1340,1205,2,3,Open,Standalone Building,2013.0,12,South-West,9,True,KOL-RERA-4273-85,22.649453,88.335985,11760000
HP01732,Pune,Wakad,Independent House,3,4.0,1.0,Semi-Furnished,2599,1882,1612,7,11,Basement,Gated Community,2006.0,19,South-West,7,True,PUN-RERA-6816-31,18.5794,73.758859,22450000
HP02112,Delhi NCR,Noida-Sector 76,Apartment,2,3.0,3.0,Unfurnished,1636,1332,1194,9,11,Covered,Gated Community,2015.0,10,West,8,True,DEL-RERA-8178-99,28.526224,76.940305,13760000
HP01536,Kolkata,Rajarhat,Apartment,2,3.0,2.0,Unfurnished,1435,1216,1105,3,11,Open,Gated Community,2025.0,0,East,8,True,KOL-RERA-9796-33,22.523159,88.339415,10660000
HP00045,Chennai,Porur,Independent House,5,,1.0,Unfurnished,4163,3528,3050,2,2,Open,Low Rise,2010.0,15,West,6,True,CHE-RERA-4043-72,13.09065,80.288687,33350000
HP00135,Chennai,Velachery,Row House,4,5.0,1.0,Semi-Furnished,3671,2802,2309,3,5,Open,Standalone Building,2016.0,9,South-West,6,True,CHE-RERA-8492-82,13.122755,80.303184,34290000
HP00388,MMR,Powai,Villa,4,4.0,1.0,Semi-Furnished,2413,1936,1578,0,1,Basement,Bungalow,2001.0,24,South-West,5,True,MMR-RERA-4385-36,19.222176,72.864015,36390000
HP00737,Chennai,Porur,Row House,4,4.0,2.0,Unfurnished,2977,2258,1906,1,3,Covered,Low Rise,2011.0,14,,6,True,CHE-RERA-2525-61,13.054684,80.205645,24450000
HP01901,Kolkata,,Row House,2,3.0,2.0,Unfurnished,1562,1256,1045,3,3,Covered,Low Rise,2009.0,16,North,5,True,KOL-RERA-8529-12,22.474847,88.47153,12630000
HP00433,Kolkata,Tollygunge,Apartment,3,4.0,2.0,Semi-Furnished,2829,2212,1773,4,6,Covered,Gated Community,2009.0,16,South,5,True,KOL-RERA-8291-11,22.451613,88.368715,20090000
HP00545,MMR,Bandra West,Independent House,4,5.0,2.0,Unfurnished,3491,2743,2301,0,3,Open,Bungalow,2015.0,10,North-West,6,True,MMR-RERA-3017-85,19.192004,72.820307,48680000
HP01035,Hyderabad,Madhapur,Apartment,2,2.0,2.0,Semi-Furnished,1359,1075,945,1,8,Covered,Gated Community,2012.0,13,,5,True,HYD-RERA-7895-56,17.413907,78.351831,10720000
HP00362,MMR,Goregaon East,Villa,2,3.0,,Unfurnished,1327,1071,908,2,3,Covered,Standalone Building,2024.0,1,North,5,True,MMR-RERA-4909-17,18.997792,72.934926,25000000
HP01741,Kolkata,Rajarhat,Apartment,3,3.0,2.0,Semi-Furnished,2601,2014,1750,5,23,Open,High Rise,2002.0,23,West,7,True,KOL-RERA-6900-17,22.549922,88.413377,19660000
HP01421,Pune,Hinjawadi,Apartment,2,3.0,2.0,Semi-Furnished,1722,1350,1129,2,2,Open,Standalone Building,,22,South,6,True,PUN-RERA-9450-15,18.640816,73.763785,14810000
HP00297,Pune,Hinjawadi,Apartment,2,3.0,2.0,Furnished,1432,1109,951,6,7,Covered,Gated Community,2011.0,14,North,7,False,,18.595443,73.77079,12510000
HP00728,Kolkata,Behala,Penthouse,2,3.0,2.0,Unfurnished,1281,944,776,9,15,Covered,High Rise,2018.0,7,East,10,True,KOL-RERA-2785-29,22.471132,88.389913,12040000
HP00180,Ahmedabad,Satellite,Row House,2,2.0,1.0,Furnished,1223,937,750,0,1,Covered,Bungalow,2022.0,3,North-East,9,True,AHM-RERA-2010-38,22.932679,72.647102,6590000
HP00333,Chennai,Adyar,Studio,0,2.0,1.0,Unfurnished,522,415,343,0,4,None,Standalone Building,2000.0,25,South-East,7,True,CHE-RERA-8307-29,12.910395,80.273835,3670000
HP00101,Ahmedabad,Vastrapur,Row House,2,2.0,2.0,Furnished,1663,1349,1097,2,5,Open,Standalone Building,2025.0,0,North-East,6,False,,22.925034,72.597059,11580000
HP00966,,Velachery,Apartment,2,2.0,1.0,Semi-Furnished,1802,1447,1281,1,8,Basement,Gated Community,2025.0,0,North,6,True,CHE-RERA-4811-87,12.965643,80.25529,19870000
HP02250,Chennai,Porur,Apartment,2,3.0,2.0,Semi-Furnished,1785,1488,1300,3,6,Covered,Mid Rise,2010.0,15,West,7,True,CHE-RERA-3872-58,12.992047,80.2877,16280000
HP01594,Delhi NCR,Faridabad-Sector 21,Apartment,4,4.0,3.0,Unfurnished,2262,1917,1743,5,35,Open,High Rise,2004.0,21,West,7,True,DEL-RERA-2770-10,28.324074,77.162932,17080000
HP01690,Delhi NCR,Gurugram-DLF Phase 3,Apartment,3,4.0,1.0,Unfurnished,1839,1485,1350,6,12,Open,High Rise,2014.0,11,North,7,False,,28.382499,77.433852,18740000
HP00695,Ahmedabad,Vastrapur,Apartment,3,4.0,1.0,Unfurnished,2318,1854,1677,1,23,Covered,High Rise,2012.0,13,South-West,5,True,AHM-RERA-7512-70,23.022274,72.598312,10620000
HP00509,Ahmedabad,Satellite,Villa,4,4.0,1.0,Semi-Furnished,2866,2301,1865,0,2,Open,Bungalow,2008.0,17,East,8,False,,23.078576,72.55063,15390000
HP00908,Chennai,Adyar,Apartment,4,4.0,2.0,Unfurnished,3128,2371,2054,11,12,Covered,Mid Rise,2009.0,16,West,8,True,CHE-RERA-2641-23,13.068805,80.170198,22040000
HP01337,MMR,Andheri West,Apartment,3,4.0,1.0,Semi-Furnished,1887,1599,1381,6,6,Covered,Gated Community,2005.0,20,East,7,True,MMR-RERA-6257-44,19.19152,72.870996,28400000
HP00756,MMR,Bandra West,Row House,2,3.0,1.0,Furnished,1187,959,759,1,3,Open,Standalone Building,2022.0,3,South,5,True,MMR-RERA-3029-97,18.912225,72.824493,21230000
HP01113,MMR,Andheri West,Apartment,3,4.0,1.0,Semi-Furnished,1946,1572,1419,1,3,None,Low Rise,2019.0,6,East,8,True,MMR-RERA-6004-92,19.010151,,32950000
HP00322,Kolkata,Rajarhat,Independent House,4,4.0,1.0,Semi-Furnished,3068,2473,1966,0,1,Basement,Bungalow,2012.0,13,North-West,6,False,,22.610473,88.420007,21460000
HP00768,Delhi NCR,Noida-Sector 62,Villa,3,4.0,1.0,Semi-Furnished,1615,1361,1174,5,5,Open,Standalone Building,2005.0,20,North,7,True,DEL-RERA-6031-63,28.694045,77.09879,15670000
HP01164,MMR,Navi Mumbai-Kharghar,Apartment,3,4.0,2.0,Semi-Furnished,2322,1788,1468,11,18,Covered,High Rise,1998.0,27,North,8,True,MMR-RERA-3762-83,19.205793,72.847915,35330000
HP00678,Ahmedabad,Maninagar,Villa,4,5.0,1.0,Semi-Furnished,3351,2597,2105,0,1,Covered,Bungalow,2025.0,0,North-East,6,True,AHM-RERA-9587-53,23.008416,72.606034,21300000
HP00933,Delhi NCR,Faridabad-Sector 21,Apartment,2,3.0,2.0,,1646,1395,1247,3,34,Basement,High Rise,2010.0,15,East,3,True,DEL-RERA-3024-80,28.426369,77.321121,16530000
HP02243,Bengaluru,Indiranagar,Apartment,1,2.0,3.0,Furnished,936,741,633,9,18,Covered,High Rise,2011.0,14,South-East,4,True,BEN-RERA-2458-24,13.092331,77.684158,10160000
HP01001,Bengaluru,Koramangala,Studio,0,2.0,0.0,Semi-Furnished,701,569,517,2,4,Open,Standalone Building,2000.0,25,East,5,True,BEN-RERA-6615-33,12.839841,77.590088,5020000
HP00931,Chennai,Adyar,Apartment,3,4.0,2.0,Semi-Furnished,2184,1818,1626,1,5,None,Standalone Building,2002.0,23,East,8,True,CHE-RERA-6148-11,13.11137,80.285586,19070000
HP02221,Delhi NCR,Noida-Sector 76,Apartment,3,3.0,2.0,Furnished,1498,1170,1011,9,12,Basement,Mid Rise,2018.0,7,North,6,True,DEL-RERA-4648-80,28.621659,77.141966,14210000
HP01201,MMR,Andheri West,Apartment,1,1.0,1.0,Semi-Furnished,1055,845,710,31,31,Open,High Rise,2001.0,24,South,7,True,MMR-RERA-2868-22,19.203728,72.794349,16740000
HP01394,MMR,Powai,Apartment,2,2.0,2.0,Unfurnished,1206,1009,895,26,39,Covered,High Rise,2020.0,5,North-West,8,False,,18.901735,72.897243,18420000
HP01048,Kolkata,Rajarhat,Studio,0,2.0,0.0,Semi-Furnished,581,458,401,30,31,None,High Rise,2004.0,21,North-West,8,True,KOL-RERA-5760-97,22.519059,88.434475,4190000
HP00850,MMR,Navi Mumbai-Kharghar,Studio,0,2.0,0.0,Unfurnished,432,366,313,9,12,Covered,High Rise,2021.0,4,East,8,False,,18.940992,72.923607,6660000
HP00555,MMR,Goregaon East,Penthouse,6,6.0,2.0,Unfurnished,3998,3129,2631,18,22,Open,High Rise,2018.0,7,,10,True,MMR-RERA-3847-75,18.947742,72.758127,81380000
HP00904,Hyderabad,Banjara Hills,Row House,3,4.0,1.0,Unfurnished,1668,1395,1188,0,3,Open,Bungalow,2022.0,3,West,6,True,HYD-RERA-6424-56,17.338072,78.585092,13940000
HP01943,Delhi NCR,Gurugram-Sector 56,Independent House,3,4.0,2.0,Unfurnished,1691,1237,1025,1,2,Covered,Low Rise,2012.0,13,North-West,6,True,DEL-RERA-2572-31,28.785814,77.363991,13500000
HP02023,MMR,Powai,Villa,3,4.0,1.0,Unfurnished,2984,2256,1813,0,4,Covered,Standalone Building,2017.0,8,North-East,7,True,MMR-RERA-2938-78,18.90236,72.894057,55670000
HP00882,Pune,Baner,Apartment,3,3.0,1.0,Unfurnished,2453,1998,1816,4,10,Stilt,Mid Rise,2010.0,15,North-East,6,True,PUN-RERA-1082-83,18.569331,73.85743,22090000
HP00576,Hyderabad,Madhapur,Apartment,3,4.0,2.0,Semi-Furnished,1772,1477,1297,5,6,Covered,Mid Rise,2011.0,14,West,6,True,HYD-RERA-2143-34,17.345336,,11480000
HP00212,MMR,Navi Mumbai-Kharghar,Studio,0,1.0,1.0,Furnished,598,460,391,22,35,Basement,High Rise,2006.0,19,North-East,5,True,MMR-RERA-2252-19,19.256842,72.919917,8610000
HP02173,Chennai,Anna Nagar,Apartment,3,3.0,2.0,Unfurnished,1666,1273,1092,5,12,Covered,Mid Rise,2006.0,19,South-East,7,True,CHE-RERA-3395-71,13.181753,80.158084,12450000
HP00811,,Bopal,Apartment,3,4.0,1.0,Semi-Furnished,2135,1753,1557,5,12,Covered,Mid Rise,2010.0,15,North,7,True,AHM-RERA-6653-72,23.098164,72.666152,11570000
HP01414,Delhi NCR,Noida-Sector 76,Row House,3,3.0,1.0,Unfurnished,2806,2267,1853,3,5,Open,Standalone Building,2008.0,17,South-East,3,False,,28.373433,76.999805,28060000
HP00211,Pune,Aundh,Apartment,2,2.0,2.0,Semi-Furnished,1725,1415,1223,7,7,Covered,Mid Rise,2008.0,17,North-East,8,True,PUN-RERA-9564-74,18.586874,73.915303,14750000
HP01815,Ahmedabad,Thaltej,Independent House,3,4.0,1.0,Semi-Furnished,2794,2368,1821,2,2,,Standalone Building,,5,South-West,5,True,AHM-RERA-8817-39,23.127521,72.425145,13540000
HP01312,Kolkata,Behala,Apartment,2,3.0,1.0,Furnished,1512,1235,1074,5,8,None,Gated Community,2008.0,17,North-East,6,True,KOL-RERA-5157-49,22.56553,88.454839,11740000
HP02274,Ahmedabad,Satellite,Apartment,3,3.0,1.0,Furnished,1582,1202,1065,3,3,Open,Standalone Building,2025.0,0,North-East,5,False,,23.105057,72.592087,8100000
HP01172,Ahmedabad,Maninagar,Apartment,1,1.0,1.0,Unfurnished,1126,872,750,13,20,Basement,High Rise,2016.0,9,South,10,True,AHM-RERA-7618-83,22.901163,72.45251,6440000
HP01264,Pune,Baner,Apartment,3,4.0,2.0,Semi-Furnished,2725,2213,1882,8,12,Basement,Gated Community,2025.0,0,East,9,True,PUN-RERA-1159-99,18.616435,73.799652,25920000
HP00652,Delhi NCR,Noida-Sector 76,Villa,3,4.0,1.0,Unfurnished,1977,1531,1255,0,2,Covered,Bungalow,2018.0,7,North-West,5,False,,28.485598,77.08925,19180000
HP01382,MMR,Vile Parle,Penthouse,2,2.0,2.0,Furnished,1980,1528,1168,13,23,Open,High Rise,2020.0,5,West,7,True,MMR-RERA-5254-33,19.119425,72.797428,43300000
HP00496,Chennai,T Nagar,Independent House,5,5.0,2.0,Semi-Furnished,3679,2936,2603,4,12,Open,Gated Community,2024.0,1,North,8,True,CHE-RERA-1781-60,12.929692,80.182668,33630000
HP01746,MMR,Powai,Apartment,3,4.0,2.0,Semi-Furnished,2474,2018,1799,10,10,Covered,Gated Community,2016.0,9,North-East,7,True,MMR-RERA-6527-63,19.152509,72.864328,39240000
HP01114,Kolkata,Jadavpur,Apartment,4,4.0,2.0,Unfurnished,2574,2106,1915,7,7,Covered,Mid Rise,2013.0,12,West,6,True,KOL-RERA-2363-23,22.50249,88.331055,15270000
HP01658,Kolkata,,Apartment,3,3.0,2.0,Furnished,1742,1334,1181,1,5,Covered,Standalone Building,2018.0,7,South-West,6,True,KOL-RERA-2467-66,22.511574,88.382441,13180000
HP01828,Hyderabad,Gachibowli,Villa,4,4.0,1.0,Unfurnished,3729,3138,2548,2,2,Open,Standalone Building,2014.0,11,South-East,4,True,HYD-RERA-4924-76,17.479361,78.572986,31510000
